date,close,pred_label,confidence
2022-03-07,15.529999732971191,1.0,0.0093659916892647
2022-03-08,15.880000114440918,1.0,0.2859822511672973
2022-03-09,17.270000457763672,-1.0,-1.0
2022-03-10,17.649999618530273,-1.0,-1.0
2022-03-11,17.209999084472656,-1.0,-1.0
2022-03-14,17.1200008392334,-1.0,-1.0
2022-03-15,18.040000915527344,-1.0,-1.0
2022-03-16,19.329999923706055,-1.0,-1.0
2022-03-17,19.149999618530273,-1.0,-1.0
2022-03-18,19.459999084472656,-1.0,-1.0
2022-03-21,18.950000762939453,-1.0,-1.0
2022-03-22,18.93000030517578,0.0,0.3084931373596191
2022-03-22,18.93000030517578,0.0,0.3383375108242035
2022-03-23,18.299999237060547,-1.0,-1.0
2022-03-24,18.489999771118164,-1.0,-1.0
2022-03-25,18.389999389648438,-1.0,-1.0
2022-03-28,19.399999618530273,-1.0,-1.0
2022-03-29,19.93000030517578,-1.0,-1.0
2022-03-30,19.600000381469727,-1.0,-1.0
2022-03-31,20.219999313354492,-1.0,-1.0
2022-04-01,20.049999237060547,-1.0,-1.0
2022-04-04,19.739999771118164,-1.0,-1.0
2022-04-05,20.219999313354492,0.0,0.3379935324192047
2022-04-06,18.93000030517578,-1.0,-1.0
2022-04-07,18.739999771118164,-1.0,-1.0
2022-04-08,18.34000015258789,-1.0,-1.0
2022-04-11,18.540000915527344,-1.0,-1.0
2022-04-12,18.510000228881836,-1.0,-1.0
2022-04-13,19.510000228881836,-1.0,-1.0
2022-04-14,19.559999465942383,-1.0,-1.0
2022-04-18,19.040000915527344,-1.0,-1.0
2022-04-19,19.90999984741211,-1.0,-1.0
2022-04-20,19.6200008392334,-1.0,-1.0
2022-04-21,19.510000228881836,-1.0,-1.0
2022-04-22,18.84000015258789,-1.0,-1.0
2022-04-25,18.8799991607666,-1.0,-1.0
2022-04-26,17.5,-1.0,-1.0
2022-04-27,17.40999984741211,-1.0,-1.0
2022-04-28,17.829999923706055,-1.0,-1.0
2022-04-29,17.299999237060547,-1.0,-1.0
2022-05-02,17.350000381469727,-1.0,-1.0
2022-05-03,17.489999771118164,-1.0,-1.0
2022-05-04,17.729999542236328,-1.0,-1.0
2022-05-05,16.540000915527344,-1.0,-1.0
2022-05-06,15.920000076293945,-1.0,-1.0
2022-05-09,14.140000343322754,-1.0,-1.0
2022-05-10,14.1899995803833,-1.0,-1.0
2022-05-11,13.550000190734863,-1.0,-1.0
2022-05-12,13.260000228881836,-1.0,-1.0
2022-05-13,14.279999732971191,-1.0,-1.0
2022-05-16,14.09000015258789,-1.0,-1.0
2022-05-17,14.869999885559082,-1.0,-1.0
2022-05-18,13.84000015258789,-1.0,-1.0
2022-05-19,13.579999923706055,-1.0,-1.0
2022-05-20,13.130000114440918,-1.0,-1.0
2022-05-23,13.109999656677246,-1.0,-1.0
2022-05-24,11.760000228881836,-1.0,-1.0
2022-05-25,12.180000305175781,-1.0,-1.0
2022-05-26,13.210000038146973,-1.0,-1.0
2022-05-27,13.970000267028809,-1.0,-1.0
2022-05-31,13.880000114440918,-1.0,-1.0
2022-06-01,13.470000267028809,-1.0,-1.0
2022-06-02,14.0600004196167,-1.0,-1.0
2022-06-03,13.510000228881836,-1.0,-1.0
2022-06-06,13.609999656677246,-1.0,-1.0
2022-06-07,13.779999732971191,-1.0,-1.0
2022-06-08,12.930000305175781,-1.0,-1.0
2022-06-09,11.729999542236328,-1.0,-1.0
2022-06-10,11.050000190734863,0.0,0.3425732254981994
2022-06-13,9.90999984741211,0.0,0.1680381447076797
2022-06-14,9.520000457763672,1.0,0.2979818880558014
2022-06-15,9.84000015258789,-1.0,-1.0
2022-06-16,8.75,-1.0,-1.0
2022-06-17,9.600000381469727,-1.0,-1.0
2022-06-21,9.569999694824219,-1.0,-1.0
2022-06-22,9.619999885559082,-1.0,-1.0
2022-06-23,9.649999618530273,-1.0,-1.0
2022-06-24,10.850000381469727,-1.0,-1.0
2022-06-27,10.550000190734863,-1.0,-1.0
2022-06-28,10.329999923706055,-1.0,-1.0
2022-06-29,8.869999885559082,0.0,0.718093752861023
